"Name","Category","ItemType","Description","ItemTaxCode","UnitPrice","CostingMethod","ManualCost","MovingAverageCost","LastPurchaseCost","LastVendor","VendorProductCode","VendorPrice","BarCode","ReorderPoint","ReorderQuantity","DefaultLocation","DefaultSublocation","Uom","SalesUom","SalesUomRatio1","SalesUomRatio2","PurchasingUom","PurchasingUomRatio1","PurchasingUomRatio2","ProductLength","ProductWidth","ProductHeight","ProductWeight","Remarks","Custom1","Custom2","Custom3","Custom4","Custom5","Custom6","Custom7","Custom8","Custom9","Custom10","IsActive"
"Suzuki K","MAXX Air Filter","1","","Non-Taxable","0.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"Total 4T  0.7","Total OiL ","1","","Non-Taxable","550.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"Total 4T 1L 20w50","Total OiL ","1","","Non-Taxable","720.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"U ATF DX3 ","Union  OiL ","1","","Non-Taxable","750.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"U Gear 1L  OiL GL-4","Union  OiL ","1","","Non-Taxable","750.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"U Gear OiL 4L  GL-4 ","Union  OiL ","1","","Non-Taxable","2900.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"U Gold   8L  CF-4","Union  OiL ","1","","Non-Taxable","6320.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"U Gold  10L  CF-4","Union  OiL ","1","","Non-Taxable","7800.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"U Gold  1L  CF-4","Union  OiL ","1","","Non-Taxable","850.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"U Gold  4L  CF-4","Union  OiL ","1","","Non-Taxable","3200.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"U Gold 208L CF-4","Union  OiL ","2","","Non-Taxable","152880.00000","Last Purchase","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"U Gold Plus  4L  CI-4","Union  OiL ","1","","Non-Taxable","3500.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"U50  8L  SF","Union  OiL ","1","","Non-Taxable","5360.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"U50 4L  SF","Union  OiL ","1","","Non-Taxable","2780.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"UD 50    205L","Union  OiL ","1","","Non-Taxable","110700.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"UD 50 20L  ","Union  OiL ","1","","Non-Taxable","11000.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"UD 50 4L ","Union  OiL ","1","","Non-Taxable","2450.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"UD 50 5L ","Union  OiL ","1","","Non-Taxable","3100.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"UD 50 8L ","Union  OiL ","1","","Non-Taxable","4700.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"Ultra 4T  1L  10w40","KIXX OiL","1","","Non-Taxable","1050.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"Ultra 4T 0.7  20w50","KIXX OiL","1","","Non-Taxable","750.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"Ultra 4T 1L  20w50","KIXX OiL","1","","Non-Taxable","1000.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"Wagon R AF ","MAXX Air Filter","1","","Non-Taxable","0.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"WS 115  15plates ","AGS Battery","1","","Non-Taxable","14500.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"WS 195  21plates","AGS Battery","1","","Non-Taxable","24800.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"WS 220     23plates","AGS Battery","1","","Non-Taxable","28500.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"WS 45   5plates","AGS Battery","1","","Non-Taxable","5500.00000","Moving Average","","4800.00000000","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"X1   3L    20w50","ZIC OiL","1","","Non-Taxable","2770.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"X1   4L   20w50","ZIC OiL","1","","Non-Taxable","3660.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"X1000  6L   20w50","ZIC OiL","1","","Non-Taxable","5010.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"X1000 4L 20w50","ZIC OiL","1","","Non-Taxable","4330.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"X3000    20L     20w50","ZIC OiL","1","","Non-Taxable","22600.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"X3000    6L 20w50","ZIC OiL","1","","Non-Taxable","7170.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"X3000   4L   20w50","ZIC OiL","1","","Non-Taxable","4800.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"X5  1L  20w50","ZIC OiL","1","","Non-Taxable","1300.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"X5  3L  20w50","ZIC OiL","1","","Non-Taxable","3900.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"X5  4L 20w50","ZIC OiL","1","","Non-Taxable","5160.00000","Moving Average","","0.00000000","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"X7   4L   5w20","ZIC OiL","1","","Non-Taxable","6380.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"X7  1L   5w20","ZIC OiL","1","","Non-Taxable","1550.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"X7  1L 10w40","ZIC OiL","1","","Non-Taxable","1650.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"X7  3L  0w20","ZIC OiL","1","","Non-Taxable","5300.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"X7  3L  10w40","ZIC OiL","1","","Non-Taxable","4380.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"X7  3L  5w20","ZIC OiL","1","","Non-Taxable","4790.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"X7  4L   0w20","ZIC OiL","1","","Non-Taxable","7100.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"X7  4L 10w40","ZIC OiL","1","","Non-Taxable","5800.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"Z  ATF  1L","ZIC OiL","1","","Non-Taxable","1610.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"Z  Gear OiL 1L 75w85","ZIC OiL","1","","Non-Taxable","1670.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
